arber_LUFTTEMPERATUR,arber_NIEDERSCHLAGSHOEHE,arber_DAMPFDRUCK,arber_NIEDERSCHLAGSHOEHE_IND,arber_SCHNEEHOEHE,schorndorf_LUFTTEMPERATUR,schorndorf_NIEDERSCHLAGSHOEHE,schorndorf_DAMPFDRUCK,schorndorf_NIEDERSCHLAGSHOEHE_IND,schorndorf_SCHNEEHOEHE,straubing_LUFTTEMPERATUR,straubing_NIEDERSCHLAGSHOEHE,straubing_DAMPFDRUCK,straubing_NIEDERSCHLAGSHOEHE_IND,straubing_SCHNEEHOEHE
4.9,0.0,7.4,0,90,14.2,4.1,9.5,6.0,0.0,13.5,0.3,12.1,6.0,0.0
2.9,2.2,6.6,6,89,9.9,0.2,8.8,6.0,0.0,11.7,0.1,11.6,6.0,0.0
4.0,0.0,6.1,0,86,9.6,2.4,10.1,6.0,0.0,10.0,4.7,10.9,6.0,0.0
7.2,0.3,8.9,6,85,12.0,1.0,11.4,6.0,0.0,12.2,0.6,13.0,6.0,0.0
6.5,12.0,9.6,6,78,12.3,2.7,13.6,6.0,0.0,12.9,17.6,14.7,6.0,0.0
7.2,0.0,8.0,0,71,11.9,0.0,10.8,0.0,0.0,13.9,0.0,12.4,0.0,0.0
10.1,0.4,7.9,6,69,14.3,2.6,12.2,6.0,0.0,16.8,1.3,14.6,6.0,0.0
5.6,10.5,9.1,6,62,12.8,4.5,12.5,6.0,0.0,13.2,7.2,14.3,6.0,0.0
6.4,10.9,9.4,6,61,14.4,8.3,13.5,6.0,0.0,14.6,5.4,15.0,6.0,0.0
5.5,4.1,8.7,6,60,12.5,2.0,11.5,6.0,0.0,13.3,2.3,13.1,6.0,0.0
4.3,3.2,7.9,6,55,11.1,1.0,11.5,6.0,0.0,12.4,1.5,13.5,6.0,0.0
1.4,0.0,6.8,6,51,9.6,2.1,9.2,6.0,0.0,12.1,0.0,11.4,6.0,0.0
1.0,0.1,5.9,7,0,8.3,0.0,7.9,6.0,0.0,9.3,0.0,8.2,0.0,0.0
4.8,0.0,6.4,0,0,13.2,0.0,8.0,0.0,0.0,13.8,0.0,9.9,6.0,0.0
4.9,0.0,7.4,0,0,13.3,0.0,8.9,0.0,0.0,13.7,0.0,10.6,0.0,0.0
11.0,0.0,8.5,0,0,15.7,0.0,11.0,0.0,0.0,16.8,0.0,11.5,0.0,0.0
8.7,46.4,9.7,6,0,15.3,22.5,12.8,6.0,0.0,15.7,20.9,14.3,6.0,0.0
7.6,6.4,10.3,6,0,13.5,6.3,14.6,6.0,0.0,12.8,9.7,15.0,6.0,0.0
5.2,4.7,8.8,6,0,12.4,1.8,12.9,6.0,0.0,13.0,1.9,15.1,6.0,0.0
4.5,0.0,6.9,0,0,11.9,0.0,11.8,0.0,0.0,12.9,0.0,12.6,6.0,0.0
8.6,0.0,8.9,0,0,13.2,0.0,11.7,0.0,0.0,14.9,0.0,12.9,0.0,0.0
10.1,3.3,10.0,6,0,15.3,5.1,13.2,6.0,0.0,16.1,0.0,15.6,6.0,0.0
11.2,0.0,9.7,0,0,14.9,0.0,12.2,0.0,0.0,16.0,0.0,15.0,0.0,0.0
13.4,0.0,11.8,0,0,17.3,0.0,12.5,0.0,0.0,17.8,0.0,15.3,0.0,0.0
15.5,11.1,11.7,6,0,19.9,10.6,16.3,6.0,0.0,20.8,36.5,18.0,6.0,0.0
15.1,0.0,12.3,0,0,19.1,0.0,16.4,0.0,0.0,19.8,0.0,20.3,0.0,0.0
16.6,1.2,10.9,6,0,20.4,2.3,16.9,6.0,0.0,21.7,0.0,18.3,0.0,0.0
12.0,9.8,13.0,8,0,19.0,0.0,15.8,0.0,0.0,20.2,0.8,17.7,6.0,0.0
13.4,0.0,9.4,0,0,18.1,0.0,13.6,6.0,0.0,19.8,0.0,15.8,6.0,0.0
15.1,31.2,13.2,6,0,19.2,21.1,17.1,6.0,0.0,19.8,24.6,19.0,6.0,0.0
11.2,14.5,10.1,6,0,16.4,9.7,14.0,6.0,0.0,18.4,12.8,15.7,6.0,0.0
6.7,2.9,9.5,6,0,13.4,2.8,13.6,6.0,0.0,14.4,7.8,15.3,6.0,0.0
11.2,0.0,10.1,0,0,17.0,0.0,13.2,0.0,0.0,17.5,0.0,14.8,0.0,0.0
7.1,1.0,9.2,6,0,14.3,1.5,12.5,6.0,0.0,14.4,1.9,13.0,6.0,0.0
10.2,0.2,10.4,6,0,15.4,0.7,13.6,6.0,0.0,15.5,0.3,14.7,6.0,0.0
6.2,8.2,9.7,6,0,12.9,7.7,13.8,6.0,0.0,13.0,6.0,14.9,6.0,0.0
8.2,0.0,8.7,0,0,13.0,0.0,11.6,0.0,0.0,14.8,0.0,13.9,0.0,0.0
12.2,4.7,10.4,6,0,17.2,1.0,13.2,6.0,0.0,17.9,2.1,15.3,6.0,0.0
7.4,0.3,10.2,6,0,14.0,0.0,14.1,0.0,0.0,15.1,0.3,15.4,6.0,0.0
8.0,0.0,9.3,0,0,15.1,0.0,12.2,0.0,0.0,16.0,0.0,13.0,0.0,0.0
9.5,0.0,9.5,0,0,16.0,0.0,12.2,0.0,0.0,17.7,0.0,14.5,0.0,0.0
8.6,0.0,10.4,0,0,16.9,0.0,13.3,0.0,0.0,17.1,0.0,14.6,0.0,0.0
9.6,1.4,10.9,6,0,16.0,0.0,13.2,0.0,0.0,17.8,0.0,14.8,0.0,0.0
9.0,0.6,11.0,6,0,16.7,0.0,14.2,6.0,0.0,18.3,0.0,15.4,6.0,0.0
10.6,7.6,11.7,6,0,17.0,8.6,15.2,6.0,0.0,18.5,8.1,17.1,6.0,0.0
5.0,0.1,8.4,6,0,12.2,0.0,10.9,6.0,0.0,13.5,0.1,12.6,6.0,0.0
6.4,0.4,8.1,6,0,12.4,0.0,11.9,6.0,0.0,12.4,0.0,12.5,0.0,0.0
8.3,7.6,8.5,6,0,14.6,4.8,12.1,6.0,0.0,13.8,6.0,13.1,6.0,0.0
3.8,10.3,8.0,6,0,11.4,2.8,12.4,6.0,0.0,12.7,3.0,13.2,6.0,0.0
2.4,0.1,6.6,6,0,10.1,0.0,8.8,0.0,0.0,11.7,0.0,9.9,6.0,0.0
5.8,0.0,6.7,0,0,12.3,0.0,9.6,0.0,0.0,13.4,0.0,9.8,0.0,0.0
7.2,0.0,7.9,6,0,12.9,0.7,10.9,6.0,0.0,14.2,0.0,12.0,0.0,0.0
9.9,0.0,8.5,0,0,15.0,0.0,11.5,0.0,0.0,16.5,0.0,12.9,0.0,0.0
11.6,11.6,9.6,6,0,19.0,6.4,13.3,6.0,0.0,18.1,9.8,15.8,6.0,0.0
11.2,5.6,11.1,6,0,16.0,5.5,17.2,6.0,0.0,17.2,0.0,18.1,6.0,0.0
8.2,0.8,10.5,6,0,14.7,2.6,14.1,6.0,0.0,15.3,2.8,16.2,6.0,0.0
12.0,0.0,10.7,0,0,17.1,0.0,14.0,0.0,0.0,18.4,0.0,16.8,0.0,0.0
12.0,2.3,11.0,6,0,18.5,1.1,16.2,6.0,0.0,18.3,10.2,18.9,6.0,0.0
11.2,0.0,11.6,0,0,17.5,0.0,15.8,0.0,0.0,18.6,0.0,18.0,0.0,0.0
12.3,0.0,12.0,6,0,18.4,0.0,15.4,0.0,0.0,18.8,0.0,17.8,0.0,0.0
17.3,0.0,12.1,0,0,20.1,0.0,14.9,0.0,0.0,21.2,0.0,18.9,0.0,0.0
20.5,0.0,13.3,0,0,22.8,0.0,17.1,0.0,0.0,24.2,0.0,19.4,0.0,0.0
20.6,0.0,13.9,0,0,24.5,0.0,19.4,0.0,0.0,26.2,0.0,21.1,0.0,0.0
12.4,6.8,14.1,6,0,18.5,13.5,18.5,6.0,0.0,17.8,3.9,19.3,6.0,0.0
9.2,8.1,11.5,6,0,17.2,3.3,14.5,6.0,0.0,17.2,1.5,16.3,6.0,0.0
7.2,5.4,9.9,6,0,14.6,9.5,15.4,6.0,0.0,15.1,11.4,16.3,6.0,0.0
10.4,17.2,12.1,6,0,16.0,11.9,16.9,6.0,0.0,17.0,7.3,18.1,6.0,0.0
12.6,12.9,14.5,6,0,19.8,9.8,19.5,6.0,0.0,18.4,17.0,20.9,6.0,0.0
12.6,0.7,14.3,6,0,19.0,2.3,18.9,6.0,0.0,18.9,7.9,21.0,6.0,0.0
12.9,11.5,14.7,6,0,19.2,0.0,19.0,0.0,0.0,19.4,9.6,20.7,6.0,0.0
12.5,3.5,14.1,6,0,18.0,3.8,19.3,6.0,0.0,18.3,22.9,21.1,8.0,0.0
10.2,25.9,12.2,6,0,16.5,11.7,16.4,6.0,0.0,16.8,0.5,16.1,6.0,0.0
7.9,0.2,9.2,6,0,16.0,0.3,13.5,6.0,0.0,17.0,2.7,13.9,6.0,0.0
9.0,1.8,10.3,6,0,16.0,0.6,15.5,6.0,0.0,17.3,0.8,16.7,6.0,0.0
12.3,0.0,11.1,0,0,16.7,0.0,14.0,0.0,0.0,18.1,0.0,15.1,0.0,0.0
16.2,0.0,11.7,0,0,19.1,0.0,15.3,0.0,0.0,19.4,0.0,17.9,0.0,0.0
18.5,0.0,8.8,0,0,19.2,0.0,14.1,0.0,0.0,22.0,0.0,15.9,0.0,0.0
15.1,0.0,13.2,0,0,19.8,0.0,18.3,6.0,0.0,21.7,0.0,19.1,6.0,0.0
12.6,0.0,13.9,6,0,18.6,5.2,17.7,6.0,0.0,20.6,0.0,19.4,6.0,0.0
8.3,0.0,9.8,6,0,16.8,0.0,12.5,0.0,0.0,17.3,0.0,13.3,6.0,0.0
6.2,11.7,9.3,6,0,13.4,13.6,13.8,6.0,0.0,13.7,6.1,14.7,6.0,0.0
7.1,0.4,9.4,6,0,13.0,0.0,12.5,0.0,0.0,13.6,0.0,13.6,0.0,0.0
12.9,0.0,10.7,0,0,16.9,0.0,13.7,0.0,0.0,17.3,0.0,15.8,0.0,0.0
14.6,0.0,12.9,0,0,21.2,0.0,15.3,0.0,0.0,21.4,0.0,17.5,0.0,0.0
13.2,1.4,14.4,6,0,20.4,0.0,16.7,0.0,0.0,20.7,0.0,19.5,0.0,0.0
12.1,0.0,12.1,0,0,19.0,0.0,13.5,0.0,0.0,20.0,0.0,15.9,0.0,0.0
12.0,0.0,10.4,0,0,18.5,0.0,12.0,0.0,0.0,20.3,0.0,12.6,0.0,0.0
12.4,0.0,10.1,0,0,16.7,0.0,11.6,0.0,0.0,18.7,0.0,13.6,0.0,0.0
13.2,0.0,9.7,0,0,17.2,0.0,11.8,0.0,0.0,18.8,0.0,13.7,6.0,0.0
14.0,0.0,8.9,0,0,16.9,0.0,11.8,0.0,0.0,20.1,0.0,12.9,0.0,0.0
13.8,0.0,9.2,0,0,17.3,0.0,11.7,0.0,0.0,19.1,0.0,13.0,0.0,0.0
14.5,0.0,10.3,0,0,18.8,0.0,13.3,0.0,0.0,19.4,0.0,13.7,0.0,0.0
14.8,0.0,9.7,0,0,19.0,0.0,14.0,0.0,0.0,19.4,0.0,14.5,6.0,0.0
13.8,0.4,11.5,6,0,17.7,0.1,14.3,6.0,0.0,20.1,0.1,16.5,6.0,0.0
16.5,0.0,15.5,0,0,20.4,0.4,16.9,6.0,0.0,21.6,0.0,20.7,6.0,0.0
13.5,1.0,15.5,6,0,18.7,1.0,17.6,6.0,0.0,18.6,0.0,20.1,6.0,0.0
15.8,1.1,13.2,6,0,19.4,3.5,16.2,6.0,0.0,20.4,0.8,18.6,6.0,0.0
15.3,10.8,14.6,6,0,19.8,5.8,18.9,6.0,0.0,20.5,6.9,20.0,6.0,0.0
11.0,12.2,12.9,6,0,17.8,2.8,17.9,6.0,0.0,17.5,3.9,19.7,6.0,0.0
8.8,5.9,11.4,6,0,16.0,23.7,15.7,6.0,0.0,16.9,6.0,18.9,6.0,0.0
7.1,0.0,9.7,0,0,13.2,0.0,11.1,0.0,0.0,15.6,0.0,13.1,6.0,0.0
7.4,0.0,7.8,0,0,13.2,0.0,10.6,0.0,0.0,15.2,0.0,12.3,6.0,0.0
9.7,2.7,10.5,6,0,16.8,0.3,13.2,6.0,0.0,16.8,0.1,14.6,6.0,0.0
9.0,2.8,9.4,6,0,17.2,1.0,11.7,6.0,0.0,17.8,2.8,12.2,6.0,0.0
6.9,6.7,9.6,6,0,14.4,5.6,14.1,6.0,0.0,15.0,3.2,16.2,6.0,0.0
7.4,0.0,10.0,6,0,15.3,0.1,14.0,6.0,0.0,15.6,0.2,15.9,6.0,0.0
10.6,2.9,11.3,6,0,17.4,1.1,15.2,6.0,0.0,17.7,0.5,17.1,6.0,0.0
9.2,0.0,9.9,0,0,15.5,0.0,12.8,0.0,0.0,17.7,0.0,14.6,6.0,0.0
8.8,0.0,8.9,0,0,15.3,0.0,10.8,0.0,0.0,15.3,0.0,11.7,0.0,0.0
7.9,0.0,9.7,0,0,13.9,0.0,11.8,0.0,0.0,15.4,0.0,12.5,0.0,0.0
7.7,0.0,8.1,0,0,12.2,0.0,10.1,0.0,0.0,15.2,0.0,10.5,0.0,0.0
9.7,0.0,9.4,0,0,13.6,0.0,10.4,0.0,0.0,14.1,0.0,11.5,0.0,0.0
11.9,0.0,8.6,6,0,14.9,0.0,10.4,6.0,0.0,15.7,0.0,11.9,0.0,0.0
13.8,0.0,9.7,6,0,18.6,0.0,12.1,0.0,0.0,17.8,0.0,12.4,0.0,0.0
14.7,3.7,11.7,6,0,18.0,0.4,15.5,6.0,0.0,19.4,1.5,18.1,6.0,0.0
13.5,0.2,14.9,6,0,19.8,0.0,19.3,0.0,0.0,19.9,0.0,19.9,6.0,0.0
11.6,35.5,13.3,8,0,15.9,55.1,17.4,6.0,0.0,17.2,0.6,19.2,6.0,0.0
9.0,0.0,11.3,0,0,15.2,0.0,15.4,0.0,0.0,16.5,0.0,16.5,0.0,0.0
9.6,0.2,11.7,6,0,17.0,0.0,15.9,0.0,0.0,16.3,0.0,16.4,6.0,0.0
9.2,0.0,11.2,6,0,16.2,0.0,15.1,0.0,0.0,16.7,0.0,15.4,6.0,0.0
6.1,0.8,9.4,6,0,12.8,0.0,12.2,0.0,0.0,15.0,0.0,13.1,0.0,0.0
5.8,3.6,8.9,6,0,13.2,3.5,12.4,6.0,0.0,13.8,4.2,12.9,6.0,0.0
10.7,0.0,11.7,0,0,14.8,0.0,13.8,0.0,0.0,15.1,0.0,15.3,0.0,0.0
11.0,0.0,11.1,0,0,16.0,0.0,13.8,0.0,0.0,17.5,0.0,14.8,0.0,0.0
10.1,0.0,11.2,0,0,14.4,0.0,13.3,0.0,0.0,15.8,0.0,14.5,0.0,0.0
11.6,2.0,12.1,6,0,17.0,2.3,15.1,6.0,0.0,18.0,3.2,17.5,6.0,0.0
10.0,0.1,12.0,6,0,16.2,4.5,16.7,6.0,0.0,16.5,6.7,18.7,6.0,0.0
11.7,0.0,12.5,0,0,16.1,0.2,15.6,6.0,0.0,17.1,0.0,16.8,0.0,0.0
13.9,0.0,13.1,0,0,16.2,0.1,14.3,6.0,0.0,18.2,0.0,16.8,0.0,0.0
13.6,0.0,11.0,0,0,15.8,0.0,13.5,0.0,0.0,18.2,0.0,15.6,0.0,0.0
13.9,0.0,11.0,0,0,15.6,0.0,13.1,0.0,0.0,18.9,0.0,14.4,0.0,0.0
16.0,0.0,12.8,0,0,15.7,0.0,14.7,0.0,0.0,17.8,0.0,16.5,0.0,0.0
16.1,0.0,10.5,0,0,15.9,0.0,13.8,0.0,0.0,16.8,0.0,13.8,0.0,0.0
15.8,0.0,9.8,0,0,14.8,0.0,12.6,0.0,0.0,16.4,0.0,13.9,0.0,0.0
16.0,0.0,10.8,0,0,15.3,0.0,11.9,0.0,0.0,18.7,0.0,14.4,0.0,0.0
12.0,0.0,12.8,0,0,14.8,0.3,14.6,6.0,0.0,16.1,0.4,17.1,6.0,0.0
12.6,17.5,13.1,6,0,16.3,24.7,15.6,6.0,0.0,17.0,6.7,16.7,6.0,0.0
11.7,0.0,13.0,0,0,15.7,0.2,15.9,6.0,0.0,16.7,0.0,17.8,0.0,0.0
14.0,0.0,10.4,0,0,17.6,0.0,15.7,0.0,0.0,17.7,0.0,15.6,0.0,0.0
14.6,0.3,11.2,6,0,17.1,2.4,15.7,6.0,0.0,19.0,2.4,15.1,6.0,0.0
8.0,1.2,10.3,6,0,15.8,0.2,13.6,6.0,0.0,14.4,0.0,14.8,6.0,0.0
11.8,0.9,11.3,6,0,17.6,0.1,14.6,6.0,0.0,17.8,0.0,16.8,6.0,0.0
14.3,3.1,10.8,6,0,15.2,0.5,15.1,6.0,0.0,17.5,10.3,17.2,6.0,0.0
10.8,0.0,12.1,0,0,17.2,0.0,16.2,0.0,0.0,16.8,0.0,18.2,6.0,0.0
10.7,9.8,11.5,6,0,14.4,3.9,15.7,6.0,0.0,16.2,8.4,18.3,6.0,0.0
8.6,29.4,11.0,6,0,15.2,5.2,16.0,6.0,0.0,15.0,11.9,17.1,6.0,0.0
7.6,0.3,9.4,6,0,15.6,0.0,14.2,0.0,0.0,13.8,0.1,14.7,6.0,0.0
6.4,9.4,9.5,6,0,13.7,4.1,13.8,6.0,0.0,13.6,4.2,15.5,6.0,0.0
7.4,12.8,9.8,6,0,14.5,2.0,13.9,6.0,0.0,15.2,2.1,15.0,6.0,0.0
7.4,11.9,10.6,6,0,14.8,1.9,15.2,6.0,0.0,14.9,1.4,17.0,6.0,0.0
5.0,1.2,8.7,6,0,13.2,0.0,11.4,0.0,0.0,11.9,0.7,12.1,6.0,0.0
8.6,0.1,10.1,6,0,15.6,0.2,11.6,6.0,0.0,13.2,0.1,13.1,6.0,0.0
3.8,20.6,8.3,8,0,10.6,7.8,12.0,6.0,0.0,10.6,7.5,12.4,6.0,0.0
1.7,0.0,6.8,0,2,8.7,2.3,9.6,6.0,0.0,9.8,0.2,10.6,6.0,0.0
0.2,0.8,6.2,8,0,6.4,0.1,9.0,6.0,0.0,7.6,0.0,10.2,6.0,0.0
0.6,1.3,6.3,8,0,8.5,0.0,9.4,0.0,0.0,8.8,1.1,9.8,6.0,0.0
0.5,0.0,6.2,0,0,7.5,0.0,9.0,0.0,0.0,6.8,0.0,9.4,6.0,0.0
1.8,14.6,6.7,6,0,9.4,2.4,9.7,6.0,0.0,8.9,2.0,9.4,6.0,0.0
4.2,13.9,8.1,6,0,12.0,0.0,11.3,0.0,0.0,12.4,0.3,12.3,6.0,0.0
5.4,6.6,8.9,6,0,12.3,0.0,12.7,6.0,0.0,12.6,0.0,13.9,6.0,0.0
5.2,1.3,8.6,6,0,12.0,0.0,12.1,0.0,0.0,13.1,0.0,13.9,0.0,0.0
4.8,0.3,8.7,6,0,9.7,0.0,11.1,0.0,0.0,11.2,0.0,11.9,6.0,0.0
3.7,0.0,7.7,0,0,6.6,0.0,8.6,0.0,0.0,7.8,0.0,9.9,0.0,0.0
1.8,0.0,6.8,0,0,8.6,0.0,8.9,0.0,0.0,9.1,0.0,9.8,6.0,0.0
1.0,0.0,6.3,0,0,7.1,0.0,8.5,0.0,0.0,7.8,0.0,9.3,0.0,0.0
-2.2,0.0,4.8,0,0,2.0,0.0,5.6,0.0,0.0,3.6,0.0,6.7,0.0,0.0
-4.3,0.1,4.3,7,0,0.0,0.0,5.1,0.0,0.0,2.3,0.0,5.7,0.0,0.0
-4.5,0.0,3.7,0,0,1.8,0.0,5.2,0.0,0.0,3.6,0.0,5.3,0.0,0.0
-4.4,0.0,3.5,0,0,1.2,0.0,4.5,0.0,0.0,2.8,0.0,4.9,0.0,0.0
0.9,0.0,4.3,0,0,3.3,0.0,5.7,0.0,0.0,3.4,0.0,6.0,0.0,0.0
8.2,0.0,6.4,0,0,5.4,0.0,7.7,0.0,0.0,6.0,0.0,8.2,0.0,0.0
10.2,0.0,7.4,0,0,6.8,0.0,8.9,0.0,0.0,6.8,0.0,9.1,0.0,0.0
7.1,0.6,7.7,6,0,6.6,0.5,9.0,6.0,0.0,6.6,0.1,9.5,6.0,0.0
7.9,0.0,7.7,0,0,7.8,0.0,10.0,0.0,0.0,9.8,0.0,11.7,0.0,0.0
7.8,2.4,8.6,6,0,10.6,2.3,11.4,6.0,0.0,10.0,1.2,12.1,6.0,0.0
5.6,0.0,8.9,0,0,13.0,0.0,11.3,0.0,0.0,12.6,0.0,12.4,0.0,0.0
3.0,0.0,7.6,0,0,8.8,0.0,9.8,0.0,0.0,8.3,0.0,10.3,0.0,0.0
7.8,0.0,6.9,0,0,8.8,0.0,9.2,6.0,0.0,8.9,0.3,10.3,6.0,0.0
6.3,0.0,8.4,0,0,8.2,0.1,9.9,6.0,0.0,11.6,0.0,12.1,0.0,0.0
13.4,2.9,7.1,6,0,6.2,0.7,9.1,6.0,0.0,8.4,0.8,11.1,6.0,0.0
3.1,4.2,8.0,6,0,8.6,0.3,9.8,6.0,0.0,8.2,1.5,10.1,6.0,0.0
8.6,0.0,5.6,0,0,6.3,0.0,7.8,0.0,0.0,7.4,0.0,9.2,0.0,0.0
8.0,0.7,8.8,6,0,13.2,2.6,11.2,6.0,0.0,11.6,2.9,12.6,6.0,0.0
1.6,0.1,6.9,6,0,7.4,0.1,10.0,6.0,0.0,9.5,0.2,11.8,6.0,0.0
2.6,0.0,6.7,0,0,6.0,0.0,7.8,0.0,0.0,7.4,0.0,8.8,6.0,0.0
6.1,0.0,6.8,0,0,5.0,0.0,8.2,0.0,0.0,5.9,0.0,9.3,6.0,0.0
1.4,3.9,5.8,8,0,5.4,3.4,8.6,6.0,0.0,5.9,4.4,9.3,6.0,0.0
-1.8,1.3,5.3,7,2,5.4,0.7,7.9,6.0,0.0,5.6,0.9,8.8,6.0,0.0
-1.4,4.4,5.5,7,2,6.0,4.5,8.9,6.0,0.0,6.0,6.0,9.3,6.0,0.0
-1.8,3.5,5.3,7,6,5.4,7.3,8.5,6.0,0.0,5.8,3.9,9.0,6.0,0.0
-2.7,4.5,5.0,7,8,4.2,10.7,7.9,6.0,0.0,4.5,5.9,8.4,6.0,0.0
-3.8,0.0,4.6,0,12,3.7,0.0,7.2,0.0,0.0,4.9,0.0,7.7,0.0,0.0
-1.5,0.0,4.4,0,12,3.6,0.0,7.0,0.0,0.0,4.4,0.0,7.4,0.0,0.0
1.3,0.0,4.4,0,11,1.4,0.0,6.1,0.0,0.0,1.8,0.0,6.7,0.0,0.0
-3.4,0.7,4.7,8,10,1.2,3.2,6.3,8.0,0.0,1.6,4.5,6.6,8.0,0.0
-8.6,0.0,3.1,0,10,-1.5,0.1,4.6,7.0,1.0,-0.4,0.0,5.3,0.0,3.0
-5.6,0.0,3.2,0,10,-0.7,0.0,4.8,0.0,0.0,-0.6,0.1,5.1,7.0,0.0
-7.9,6.8,3.1,7,10,0.2,0.6,5.0,7.0,0.0,-0.2,1.3,5.8,7.0,0.0
-8.0,4.5,3.2,7,19,-1.5,1.1,5.0,7.0,1.0,0.5,0.6,5.6,7.0,1.0
-9.5,0.2,2.8,7,25,-3.1,0.0,4.3,7.0,2.0,-1.4,0.0,5.1,7.0,1.0
-9.8,0.1,2.8,7,25,-5.5,0.1,4.0,7.0,1.0,-2.7,0.0,4.9,7.0,1.0
-10.0,0.0,2.6,0,25,-4.3,0.0,3.7,0.0,0.0,-3.9,0.0,4.4,7.0,0.0
-10.3,4.2,2.5,7,24,-4.1,1.5,3.8,7.0,0.0,-2.4,3.5,4.6,7.0,0.0
-7.6,0.3,3.2,7,27,-0.4,0.5,5.5,8.0,4.0,-0.1,2.2,5.9,7.0,7.0
-4.0,0.2,4.4,7,27,1.4,0.2,6.6,8.0,2.0,1.4,0.0,6.7,8.0,5.0
-0.3,0.0,5.8,0,26,2.3,0.0,6.9,0.0,0.0,1.6,0.0,6.9,0.0,0.0
-0.2,0.0,5.1,0,23,0.2,0.0,6.3,0.0,0.0,-1.0,0.0,5.6,0.0,0.0
-1.1,0.4,4.8,8,21,0.8,0.0,5.8,0.0,0.0,0.3,0.0,6.2,6.0,0.0
2.8,0.0,4.8,0,19,0.7,0.0,6.1,0.0,0.0,0.9,0.0,6.5,0.0,0.0
6.2,0.0,1.7,0,16,-2.4,0.0,5.0,0.0,0.0,-1.9,0.0,5.3,0.0,0.0
0.0,0.0,3.7,0,15,-2.4,0.0,4.8,0.0,0.0,-2.4,0.0,5.2,0.0,0.0
-1.4,2.3,5.3,8,15,3.9,0.4,6.2,6.0,0.0,2.4,0.6,6.8,6.0,0.0
-2.8,3.5,5.1,7,15,4.6,0.2,7.2,6.0,0.0,5.2,0.9,8.1,6.0,0.0
-2.4,3.0,5.1,7,19,5.7,2.9,6.8,6.0,0.0,5.4,1.3,7.7,6.0,0.0
-4.9,9.4,4.2,7,22,1.2,3.6,6.4,8.0,0.0,1.2,8.9,6.9,8.0,0.0
-6.8,5.5,3.5,7,33,0.8,0.7,5.8,7.0,3.0,1.3,0.7,6.5,7.0,3.0
-7.2,2.2,3.3,7,38,0.9,0.0,5.5,0.0,2.0,1.1,0.0,5.8,0.0,0.0
-3.5,0.7,4.7,7,39,4.2,0.2,6.0,6.0,0.0,3.2,0.9,6.5,6.0,0.0
-1.9,0.7,5.3,7,39,5.8,0.4,7.7,6.0,0.0,4.5,0.7,8.5,6.0,0.0
-0.8,0.0,5.5,0,37,5.8,0.0,6.8,0.0,0.0,2.6,0.0,7.4,0.0,0.0
-2.4,0.2,5.0,7,35,4.0,0.0,7.2,0.0,0.0,2.2,0.6,7.0,6.0,0.0
-2.4,6.3,4.8,8,34,4.7,4.5,7.2,6.0,0.0,4.8,1.6,7.6,6.0,0.0
-0.4,24.6,6.0,8,29,7.6,4.9,8.4,6.0,0.0,8.6,4.0,9.9,6.0,0.0
-4.6,15.9,4.3,7,33,3.2,4.1,6.8,8.0,0.0,2.3,3.1,7.2,8.0,0.0
-4.9,27.2,4.2,7,46,2.0,3.8,6.4,8.0,0.0,2.8,4.0,7.4,6.0,0.0
-8.6,0.5,3.1,7,68,-1.9,0.3,4.9,7.0,0.0,-1.2,0.0,5.3,7.0,0.0
-10.2,0.0,2.7,7,65,-2.2,0.0,4.2,0.0,1.0,-1.6,0.0,4.5,0.0,0.0
-10.2,12.1,2.5,7,61,-2.0,1.8,3.9,8.0,0.0,-2.9,1.2,4.3,8.0,0.0
-3.8,30.5,4.6,7,71,1.3,13.9,6.5,8.0,3.0,1.2,19.7,6.5,8.0,0.0
-8.6,4.5,3.1,7,91,-1.8,5.8,5.0,7.0,4.0,-2.0,5.7,5.4,7.0,3.0
-9.8,1.4,2.6,7,93,-2.5,0.5,4.5,7.0,8.0,-2.7,0.5,4.7,7.0,6.0
-9.8,0.1,2.7,7,94,-4.6,0.1,4.2,7.0,8.0,-5.1,0.2,4.1,7.0,7.0
-9.7,0.0,2.1,0,92,-13.7,0.0,2.4,0.0,8.0,-7.4,0.0,3.5,0.0,7.0
-1.6,0.3,2.8,7,88,-9.6,0.0,2.6,0.0,8.0,-7.5,0.0,2.9,0.0,7.0
-2.2,0.5,4.5,7,88,-1.0,0.2,4.5,6.0,7.0,-4.2,0.2,3.7,6.0,6.0
-3.0,31.9,4.9,8,83,0.8,10.1,5.5,8.0,6.0,-1.3,10.8,4.8,8.0,5.0
-4.0,23.3,4.6,7,101,3.1,16.9,6.4,8.0,2.0,2.5,8.4,6.5,6.0,6.0
-5.6,4.3,3.9,7,118,1.8,0.6,6.0,8.0,0.0,1.7,1.1,5.9,8.0,2.0
-7.0,7.1,3.5,7,120,0.1,0.1,5.5,7.0,0.0,0.6,0.1,5.4,7.0,1.0
-6.8,5.6,3.5,7,126,0.2,2.0,5.7,7.0,1.0,0.4,1.0,5.7,8.0,0.0
-7.4,3.1,3.4,7,128,0.1,0.8,5.6,7.0,4.0,-0.8,0.3,5.2,7.0,4.0
-7.2,0.8,3.3,7,129,-1.6,0.4,4.9,7.0,4.0,-2.7,0.0,4.6,7.0,4.0
-5.2,1.2,4.0,8,126,0.1,1.9,5.5,8.0,4.0,-0.6,2.2,5.5,8.0,3.0
