arber_LUFTTEMPERATUR,arber_NIEDERSCHLAGSHOEHE,arber_DAMPFDRUCK,arber_NIEDERSCHLAGSHOEHE_IND,arber_SCHNEEHOEHE,schorndorf_LUFTTEMPERATUR,schorndorf_NIEDERSCHLAGSHOEHE,schorndorf_DAMPFDRUCK,schorndorf_NIEDERSCHLAGSHOEHE_IND,schorndorf_SCHNEEHOEHE,straubing_LUFTTEMPERATUR,straubing_NIEDERSCHLAGSHOEHE,straubing_DAMPFDRUCK,straubing_NIEDERSCHLAGSHOEHE_IND,straubing_SCHNEEHOEHE
16.7,0.0,14.5,6,0,20.4,0.0,19.4,0.0,0.0,21.9,0.0,19.5,0.0,0.0
16.5,12.0,15.3,6,0,20.6,10.3,18.4,6.0,0.0,21.8,6.5,18.2,6.0,0.0
6.2,58.0,9.5,6,0,13.1,19.1,13.8,6.0,0.0,13.2,32.5,14.4,6.0,0.0
6.9,3.8,10.0,6,0,14.3,8.4,13.5,6.0,0.0,15.3,0.3,13.2,6.0,0.0
8.3,1.5,11.0,6,0,15.0,2.2,14.0,6.0,0.0,15.7,0.0,13.9,6.0,0.0
14.0,0.0,13.1,0,0,19.3,0.0,16.5,0.0,0.0,20.6,0.0,16.7,0.0,0.0
18.2,0.0,12.9,6,0,21.1,0.0,17.3,0.0,0.0,22.6,0.0,17.9,0.0,0.0
18.1,11.0,13.2,6,0,22.2,3.9,18.0,6.0,0.0,22.9,10.8,19.4,6.0,0.0
11.8,4.0,12.8,6,0,20.1,0.4,15.8,6.0,0.0,19.9,5.4,16.3,6.0,0.0
7.8,2.9,10.5,8,0,16.4,0.4,13.1,6.0,0.0,16.9,0.6,13.5,6.0,0.0
9.7,0.0,10.1,0,0,15.7,0.0,12.6,0.0,0.0,16.6,0.0,12.7,0.0,0.0
14.3,5.3,9.6,6,0,18.1,2.9,13.4,6.0,0.0,19.4,4.5,14.8,6.0,0.0
10.9,4.4,11.8,6,0,17.4,3.4,15.0,6.0,0.0,18.3,0.3,15.1,6.0,0.0
13.5,0.0,10.8,0,0,17.2,0.0,13.5,0.0,0.0,18.2,0.0,14.9,0.0,0.0
13.5,0.0,10.8,0,0,17.5,0.0,13.5,0.0,0.0,19.5,0.0,14.5,0.0,0.0
10.9,0.0,10.8,0,0,16.5,0.0,13.2,0.0,0.0,18.6,0.0,14.2,0.0,0.0
15.1,0.0,11.3,0,0,18.3,0.0,15.2,0.0,0.0,19.7,0.0,16.5,0.0,0.0
16.3,0.1,14.1,6,0,19.1,14.2,16.9,6.0,0.0,20.0,0.7,17.2,6.0,0.0
10.9,16.5,13.0,6,0,17.6,1.7,17.0,6.0,0.0,17.2,1.8,16.9,6.0,0.0
9.3,0.8,11.7,6,0,17.1,0.0,15.5,6.0,0.0,17.8,0.0,15.9,6.0,0.0
11.9,0.0,12.1,0,0,17.1,0.0,14.0,0.0,0.0,18.8,0.0,15.4,0.0,0.0
13.3,0.0,13.2,0,0,18.3,0.0,15.2,0.0,0.0,20.0,0.0,15.8,0.0,0.0
14.3,0.0,12.6,0,0,18.6,0.0,14.8,0.0,0.0,20.5,0.0,15.5,0.0,0.0
14.3,0.0,11.0,0,0,18.5,0.0,14.7,0.0,0.0,20.4,0.0,15.0,0.0,0.0
13.9,0.0,13.9,6,0,18.3,0.0,15.7,0.0,0.0,19.7,0.0,17.0,6.0,0.0
13.8,18.2,13.6,6,0,18.0,1.4,17.5,6.0,0.0,18.8,4.1,18.7,6.0,0.0
11.0,5.3,13.1,6,0,17.9,1.6,17.3,6.0,0.0,19.0,0.6,18.0,6.0,0.0
11.2,2.9,13.4,6,0,19.0,3.4,16.6,6.0,0.0,19.6,0.3,17.1,6.0,0.0
10.5,3.6,12.7,6,0,17.6,3.1,17.0,6.0,0.0,18.2,6.8,17.8,6.0,0.0
10.8,0.0,12.5,0,0,17.0,0.0,16.0,0.0,0.0,17.8,0.0,16.2,0.0,0.0
13.7,0.0,13.6,0,0,18.0,0.0,15.7,0.0,0.0,19.4,0.0,17.3,0.0,0.0
16.5,0.0,14.6,0,0,20.1,0.0,16.7,0.0,0.0,21.7,0.0,17.2,0.0,0.0
16.6,8.7,13.5,8,0,20.2,4.2,18.0,6.0,0.0,21.7,0.5,17.9,6.0,0.0
13.7,0.0,13.5,0,0,18.2,0.0,16.2,0.0,0.0,20.5,0.0,16.4,0.0,0.0
16.0,0.0,14.1,0,0,18.7,0.0,16.1,0.0,0.0,20.0,0.0,16.2,0.0,0.0
18.9,0.0,12.3,0,0,19.9,0.0,17.3,0.0,0.0,21.6,0.0,16.8,0.0,0.0
17.3,0.1,12.6,6,0,19.1,0.7,18.6,6.0,0.0,20.8,1.4,18.6,6.0,0.0
10.5,19.1,12.6,6,0,16.8,0.0,15.9,6.0,0.0,16.7,6.3,17.0,6.0,0.0
9.1,0.0,11.2,0,0,15.5,0.0,12.9,0.0,0.0,16.6,0.0,15.1,0.0,0.0
13.2,0.0,9.9,0,0,16.9,0.0,13.3,0.0,0.0,18.1,0.0,14.4,0.0,0.0
17.2,6.9,12.7,6,0,19.0,35.0,16.9,6.0,0.0,20.7,9.1,18.4,6.0,0.0
13.8,0.3,14.1,6,0,18.8,0.0,19.2,0.0,0.0,19.7,0.0,20.3,6.0,0.0
15.5,0.0,16.9,0,0,20.2,0.0,19.2,0.0,0.0,21.4,0.0,20.6,0.0,0.0
14.9,3.9,16.2,6,0,20.2,0.0,17.9,0.0,0.0,20.8,11.9,19.0,6.0,0.0
8.0,0.0,8.7,0,0,14.9,0.0,11.5,0.0,0.0,16.6,0.0,11.5,0.0,0.0
8.0,0.0,7.8,0,0,12.5,0.0,10.3,0.0,0.0,13.9,0.0,10.9,0.0,0.0
12.4,0.0,8.4,0,0,14.2,0.0,10.7,0.0,0.0,16.0,0.0,11.7,0.0,0.0
17.4,0.5,10.4,6,0,17.7,0.3,14.6,6.0,0.0,19.3,1.5,16.3,6.0,0.0
12.7,2.2,14.7,6,0,19.7,2.1,17.9,6.0,0.0,19.8,8.2,19.0,6.0,0.0
10.7,8.9,12.8,6,0,17.9,6.1,16.8,6.0,0.0,18.3,3.1,17.7,6.0,0.0
7.1,16.4,10.1,8,0,14.6,10.5,14.0,6.0,0.0,15.0,2.2,15.1,6.0,0.0
3.8,0.4,8.0,6,0,12.3,0.1,10.7,6.0,0.0,13.2,0.0,10.5,6.0,0.0
5.5,0.0,8.3,0,0,12.0,0.0,10.8,0.0,0.0,12.7,0.0,11.0,0.0,0.0
8.6,0.0,9.1,0,0,11.7,0.0,10.6,0.0,0.0,12.9,0.0,11.2,0.0,0.0
11.2,0.0,9.6,0,0,13.3,0.0,11.7,0.0,0.0,14.4,0.0,11.8,0.0,0.0
11.1,0.0,9.6,0,0,13.6,0.0,11.5,0.0,0.0,16.0,0.0,12.3,0.0,0.0
11.4,0.0,11.4,6,0,15.8,0.0,12.4,0.0,0.0,16.8,0.0,13.5,0.0,0.0
8.7,0.0,11.3,0,0,15.0,4.4,13.9,6.0,0.0,16.3,0.0,14.3,6.0,0.0
6.9,0.0,10.0,0,0,13.5,0.0,12.2,0.0,0.0,14.8,0.0,12.8,0.0,0.0
6.5,0.5,8.8,6,0,12.0,0.3,10.6,6.0,0.0,13.9,0.6,10.3,6.0,0.0
5.3,10.9,8.9,6,0,10.8,14.7,12.3,6.0,0.0,11.2,13.3,12.5,6.0,0.0
10.6,0.0,12.1,0,0,14.8,0.0,15.2,6.0,0.0,15.7,0.0,15.6,0.0,0.0
12.2,1.1,10.5,6,0,14.6,0.0,14.7,6.0,0.0,15.8,1.2,14.9,6.0,0.0
10.7,4.1,12.9,6,0,16.0,0.1,16.4,6.0,0.0,16.4,7.7,17.8,6.0,0.0
10.3,0.0,12.5,0,0,16.4,0.0,16.2,0.0,0.0,17.6,0.0,17.2,0.0,0.0
12.8,0.0,13.2,0,0,15.0,0.0,14.3,0.0,0.0,16.1,0.0,15.7,0.0,0.0
11.8,0.0,13.8,0,0,15.2,0.0,15.0,0.0,0.0,15.7,0.0,16.1,0.0,0.0
12.4,0.0,13.6,0,0,15.4,0.1,14.7,6.0,0.0,16.7,0.0,16.0,0.0,0.0
12.8,0.0,13.4,0,0,15.4,0.0,15.2,0.0,0.0,17.0,0.0,16.0,0.0,0.0
12.1,0.0,13.7,0,0,15.0,0.1,15.0,6.0,0.0,16.3,0.0,16.2,0.0,0.0
10.3,0.0,11.7,6,0,13.6,0.0,13.9,6.0,0.0,15.2,0.0,14.8,6.0,0.0
7.2,0.0,9.6,0,0,13.2,0.0,11.8,0.0,0.0,15.0,0.0,13.3,0.0,0.0
7.6,0.0,9.0,0,0,10.7,0.0,10.3,0.0,0.0,12.7,0.0,10.9,0.0,0.0
11.2,0.0,10.4,0,0,10.9,0.0,10.8,0.0,0.0,12.5,0.0,12.0,0.0,0.0
9.3,0.0,10.8,0,0,11.8,0.0,11.4,0.0,0.0,13.3,0.1,12.1,6.0,0.0
6.3,2.8,9.6,6,0,13.3,0.0,12.2,0.0,0.0,13.8,0.0,12.2,6.0,0.0
6.7,1.4,9.8,6,0,13.9,0.1,12.8,6.0,0.0,13.5,0.0,12.5,6.0,0.0
-6.3,5.6,3.8,7,4,1.2,1.7,5.7,8.0,0.0,1.4,2.9,5.9,4.0,0.0
-4.2,17.2,4.5,7,9,2.8,12.7,6.9,8.0,0.0,3.1,12.6,7.1,4.0,0.0
-1.9,1.6,5.3,7,30,4.0,3.0,7.7,6.0,0.0,4.7,4.6,7.9,4.0,0.0
-2.4,0.3,5.1,7,32,3.9,1.0,7.5,8.0,0.0,4.7,1.1,7.6,4.0,0.0
-4.0,0.0,4.5,0,32,2.5,0.0,6.9,0.0,0.0,3.4,0.0,7.0,0.0,0.0
-3.7,0.0,4.3,0,28,-0.4,0.0,5.7,0.0,0.0,2.0,0.0,5.9,0.0,0.0
5.2,0.0,2.3,0,25,1.6,0.0,6.2,0.0,0.0,2.3,0.0,6.8,4.0,0.0
8.1,4.2,6.7,6,14,4.8,4.6,8.0,6.0,0.0,4.7,5.1,8.1,4.0,0.0
3.3,0.0,7.7,6,5,6.7,0.1,9.7,6.0,0.0,6.2,0.8,9.5,4.0,0.0
2.2,0.0,6.8,6,4,7.5,0.0,9.7,0.0,0.0,7.7,0.0,10.1,4.0,0.0
6.2,1.7,9.3,6,0,9.1,1.7,10.4,6.0,0.0,8.8,2.3,10.7,4.0,0.0
3.5,2.3,7.9,6,0,10.8,0.2,11.0,6.0,0.0,10.9,0.0,11.4,4.0,0.0
2.5,0.1,7.3,6,0,10.0,0.0,10.4,0.0,0.0,9.8,0.0,10.2,0.0,0.0
3.2,0.0,6.8,0,0,6.9,0.0,8.9,0.0,0.0,5.8,0.0,9.3,0.0,0.0
4.3,0.0,7.2,6,0,4.9,0.0,8.3,0.0,0.0,5.3,0.0,9.0,4.0,0.0
-0.1,0.0,5.6,0,0,5.0,0.0,7.8,0.0,0.0,5.7,0.0,8.7,4.0,0.0
1.7,0.0,2.2,0,0,0.5,0.0,5.7,0.0,0.0,1.3,0.0,6.3,0.0,0.0
5.2,0.0,2.7,6,0,2.1,0.0,6.7,6.0,0.0,2.1,0.3,7.0,4.0,0.0
4.3,24.2,6.7,8,0,3.0,25.0,7.4,6.0,0.0,3.3,22.5,7.7,4.0,0.0
-1.5,2.6,5.5,7,7,5.2,1.4,8.2,6.0,0.0,5.3,4.0,8.3,4.0,0.0
-0.4,13.1,5.9,8,8,6.8,4.8,8.2,6.0,0.0,6.0,6.0,8.6,4.0,0.0
-1.0,0.0,5.7,7,5,5.6,0.0,7.3,0.0,0.0,4.9,0.0,7.4,0.0,0.0
-0.2,0.0,5.3,0,4,1.6,0.0,6.6,0.0,0.0,2.8,0.0,7.4,4.0,0.0
0.6,0.0,5.4,0,3,4.1,0.0,7.4,0.0,0.0,3.6,0.0,7.7,0.0,0.0
-0.7,8.4,5.2,7,3,4.1,8.7,7.4,6.0,0.0,4.8,6.0,7.9,4.0,0.0
-0.9,0.8,5.7,8,9,5.1,2.1,8.2,6.0,0.0,5.3,0.3,8.4,4.0,0.0
-3.6,0.0,4.7,0,7,3.6,0.0,7.1,0.0,0.0,4.0,0.0,7.0,4.0,0.0
-2.3,0.0,5.2,7,7,4.6,0.3,7.7,6.0,0.0,4.4,0.0,7.8,4.0,0.0
-2.1,0.7,5.3,8,6,3.3,0.2,7.3,6.0,0.0,2.6,0.1,7.3,4.0,0.0
3.3,0.5,7.8,6,5,7.9,0.0,9.7,6.0,0.0,7.8,0.0,10.2,4.0,0.0
7.4,0.9,6.8,6,0,6.6,0.1,9.3,6.0,0.0,6.5,1.0,9.4,4.0,0.0
2.4,2.3,7.1,8,0,8.3,0.9,9.5,6.0,0.0,6.7,2.9,9.6,4.0,0.0
4.1,21.0,8.2,6,0,9.1,5.4,10.9,6.0,0.0,8.2,6.5,10.9,4.0,0.0
6.8,0.7,9.7,6,0,12.4,1.1,12.4,6.0,0.0,11.0,3.9,12.7,4.0,0.0
1.4,0.1,6.8,6,0,8.1,0.0,9.2,0.0,0.0,7.0,0.0,9.4,0.0,0.0
3.7,0.0,5.8,0,0,6.8,0.0,8.2,0.0,0.0,4.1,0.0,8.1,4.0,0.0
11.5,0.0,5.2,0,0,4.1,0.0,7.9,0.0,0.0,4.2,0.0,8.1,0.0,0.0
9.4,0.0,5.2,0,0,5.1,0.0,8.5,0.0,0.0,5.0,0.0,8.7,0.0,0.0
7.4,0.0,6.3,6,0,6.1,0.6,8.3,6.0,0.0,5.5,0.0,8.7,4.0,0.0
1.3,18.8,6.7,8,0,9.7,2.7,8.3,6.0,0.0,9.9,1.3,8.6,4.0,0.0
3.0,33.9,7.6,6,0,10.3,4.4,10.7,6.0,0.0,11.0,3.5,10.9,4.0,0.0
4.2,0.0,5.9,6,0,9.4,0.0,9.3,0.0,0.0,8.7,0.0,9.8,0.0,0.0
0.9,0.0,6.0,6,0,7.9,0.0,8.3,0.0,0.0,6.5,0.0,8.6,4.0,0.0
-0.5,1.1,5.9,7,0,6.8,0.2,7.4,6.0,0.0,6.0,0.0,7.9,4.0,0.0
-1.2,1.9,5.6,7,0,7.1,0.0,7.3,0.0,0.0,5.4,0.0,7.5,4.0,0.0
3.2,0.0,4.3,0,1,4.2,0.0,6.7,0.0,0.0,5.1,0.0,7.1,0.0,0.0
4.9,0.8,6.3,7,1,2.7,0.9,6.8,6.0,0.0,6.6,0.4,7.4,4.0,0.0
-2.5,3.2,5.1,8,1,3.5,13.5,7.5,8.0,0.0,3.8,12.0,7.6,4.0,0.0
-3.7,0.0,4.6,0,13,2.2,0.0,6.7,0.0,0.0,2.8,0.0,7.1,0.0,0.0
0.6,0.0,4.7,0,13,1.2,0.0,6.3,0.0,0.0,0.8,0.0,6.4,4.0,0.0
-2.0,0.0,4.0,7,12,0.4,0.5,6.2,6.0,0.0,0.2,2.2,6.2,4.0,0.0
-4.5,0.3,4.2,8,12,0.6,0.0,6.0,6.0,0.0,0.8,0.1,6.4,4.0,0.0
0.4,14.2,6.1,8,11,5.7,5.0,7.3,6.0,0.0,3.7,6.3,7.5,4.0,0.0
2.1,2.1,7.0,6,4,7.2,2.7,9.6,6.0,0.0,6.2,3.0,9.5,4.0,0.0
-0.4,12.8,6.0,8,3,5.8,7.4,8.4,6.0,0.0,5.9,6.8,8.6,4.0,0.0
-2.8,0.9,5.0,7,13,4.0,0.0,7.3,0.0,0.0,3.8,0.1,7.5,4.0,0.0
-2.0,30.8,5.3,8,13,3.1,11.1,7.2,6.0,0.0,1.4,14.1,6.7,4.0,0.0
-3.1,2.9,4.9,7,32,3.6,5.3,7.3,8.0,0.0,3.9,6.2,7.5,4.0,0.0
-6.6,5.4,3.7,7,33,0.3,1.7,5.7,7.0,0.0,1.2,0.0,6.0,4.0,0.0
-10.1,0.2,2.7,7,37,-2.3,0.0,4.2,0.0,1.0,-1.0,0.0,4.4,4.0,0.0
-11.8,0.1,2.3,7,38,-4.3,0.0,3.5,0.0,0.0,-3.2,0.0,3.5,0.0,0.0
-10.6,0.3,2.6,7,40,-2.3,0.0,3.8,7.0,0.0,-3.0,0.0,3.7,0.0,0.0
-11.4,0.1,2.4,7,41,-3.9,0.1,3.7,7.0,0.0,-3.6,0.1,3.8,4.0,0.0
-11.8,0.1,2.3,7,42,-6.0,0.1,3.3,7.0,1.0,-5.3,0.0,3.4,4.0,0.0
-13.0,0.3,2.0,7,42,-7.7,0.8,3.1,7.0,1.0,-6.3,0.8,3.3,4.0,0.0
-14.1,0.1,1.8,7,46,-12.2,0.4,2.1,7.0,4.0,-10.2,0.0,2.4,4.0,0.0
-17.8,0.7,1.3,7,47,-12.1,0.1,2.0,7.0,6.0,-12.3,0.5,1.9,4.0,1.0
-8.3,0.5,3.1,7,45,-4.3,1.0,4.0,8.0,4.0,-6.5,0.5,3.6,4.0,1.0
0.3,2.3,5.1,8,43,1.9,4.3,6.0,6.0,3.0,0.1,2.0,5.2,4.0,2.0
-1.4,5.5,5.1,7,38,1.4,1.5,6.6,6.0,0.0,1.5,1.8,6.6,4.0,0.0
4.2,0.9,6.2,6,38,1.1,0.5,6.4,8.0,0.0,1.2,0.2,6.5,4.0,0.0
0.3,5.8,6.0,8,33,4.8,2.3,7.1,8.0,0.0,4.4,0.1,7.0,4.0,0.0
-5.2,0.0,3.3,7,36,0.0,0.0,5.4,0.0,1.0,1.3,0.0,5.6,0.0,0.0
-4.2,2.4,1.8,7,36,-3.1,0.0,4.6,7.0,0.0,-2.6,0.3,4.9,4.0,0.0
-5.8,0.5,3.9,7,34,0.6,0.0,5.6,0.0,0.0,0.9,0.1,5.7,4.0,0.0
-4.5,14.4,3.8,8,34,-2.1,5.5,5.0,8.0,0.0,-1.6,4.4,5.2,4.0,0.0
1.2,20.4,6.7,8,32,5.5,4.6,8.3,6.0,0.0,2.8,11.1,7.4,4.0,0.0
0.0,6.9,6.1,8,24,6.0,1.8,8.7,6.0,0.0,4.0,2.1,8.1,4.0,0.0
-1.2,2.4,5.6,7,25,3.5,1.1,7.7,8.0,0.0,1.7,0.7,6.9,4.0,0.0
-9.5,0.4,2.9,7,28,-2.5,0.1,4.4,7.0,3.0,-1.6,0.0,4.7,4.0,0.0
-10.4,1.3,2.7,7,30,-3.3,0.5,4.2,7.0,3.0,-3.9,1.8,4.3,4.0,0.0
-9.4,0.2,2.9,7,35,-3.9,0.0,4.2,0.0,4.0,-5.1,0.0,4.1,4.0,4.0
-9.7,0.0,2.7,0,34,-5.9,0.0,3.5,0.0,4.0,-5.7,0.0,3.6,0.0,3.0
-6.4,0.0,3.3,7,33,-4.7,0.0,3.8,7.0,3.0,-4.2,0.0,4.0,4.0,3.0
-10.0,0.0,2.7,7,33,-4.7,0.0,4.0,0.0,3.0,-4.4,0.0,4.2,4.0,2.0
-9.8,2.7,2.7,7,33,-4.1,1.7,4.1,7.0,3.0,-2.6,0.3,4.4,4.0,2.0
-9.2,2.2,3.0,7,35,-4.7,2.7,4.0,7.0,4.0,-3.4,0.9,4.3,4.0,3.0
-8.9,4.3,3.0,7,38,-3.5,3.5,4.4,7.0,6.0,-3.4,4.0,4.5,4.0,4.0
-11.3,1.3,2.4,7,42,-4.5,1.9,4.1,7.0,11.0,-4.1,3.5,4.4,4.0,9.0
-8.5,0.0,3.1,7,44,-6.0,0.0,3.6,0.0,12.0,-6.6,0.0,3.7,4.0,13.0
-6.0,0.0,3.1,0,44,-6.3,0.0,3.4,0.0,10.0,-6.4,0.0,3.7,0.0,11.0
-4.4,0.0,4.2,0,44,-3.4,0.0,4.2,0.0,9.0,-5.0,0.0,4.0,4.0,10.0
-7.0,0.0,3.0,0,42,-2.9,0.0,4.4,0.0,9.0,-3.2,0.0,4.6,4.0,9.0
-2.7,3.9,2.9,7,42,-4.8,2.9,3.9,7.0,8.0,-4.3,4.1,4.3,4.0,9.0
-3.6,26.4,4.5,8,46,0.4,9.4,6.0,8.0,11.0,-1.1,13.2,5.6,4.0,10.0
-4.6,1.9,4.3,7,64,1.8,0.3,6.5,8.0,7.0,2.0,0.3,6.6,4.0,7.0
-4.9,0.2,4.2,7,66,0.7,1.6,6.2,8.0,6.0,0.6,0.0,6.3,4.0,6.0
-5.3,0.0,4.1,0,66,-0.3,0.0,5.9,0.0,5.0,-0.4,0.0,5.9,4.0,5.0
-8.5,0.0,3.1,0,66,-1.4,0.0,4.9,0.0,5.0,-0.2,0.0,5.2,0.0,5.0
-7.1,0.0,3.3,0,65,-4.4,0.0,4.0,0.0,5.0,-2.5,0.0,4.4,0.0,5.0
-3.7,0.0,3.6,0,62,-4.8,0.0,3.8,0.0,5.0,-3.3,0.0,4.2,0.0,5.0
-4.9,0.0,3.2,0,60,-6.2,0.0,3.4,0.0,4.0,-5.7,0.0,3.6,4.0,5.0
-5.4,3.3,3.5,7,58,-5.2,4.8,3.6,7.0,4.0,-4.1,3.9,3.9,4.0,5.0
-13.1,0.0,2.0,7,65,-8.4,0.0,3.0,7.0,10.0,-6.7,1.6,3.5,4.0,10.0
-11.8,7.9,0.9,7,66,-13.4,0.9,2.0,7.0,10.0,-15.4,4.5,1.7,4.0,10.0
-9.8,18.1,2.8,7,73,-2.7,0.5,4.5,7.0,12.0,-3.1,1.1,4.6,4.0,18.0
-7.5,23.5,3.4,7,85,-0.3,2.1,5.5,7.0,13.0,0.0,2.0,5.6,4.0,18.0
-8.9,0.9,3.0,7,110,-1.6,0.1,4.7,7.0,18.0,-1.3,0.0,4.7,4.0,16.0
-11.6,2.5,2.3,7,108,-3.9,0.0,3.8,7.0,18.0,-3.9,0.5,3.9,4.0,16.0
-10.9,7.8,2.5,7,111,-3.0,0.2,4.0,7.0,18.0,-3.0,0.2,3.9,4.0,15.0
-9.1,15.3,2.9,7,115,-1.1,0.1,4.7,8.0,19.0,-0.6,0.7,4.7,4.0,15.0
-5.5,8.1,4.0,7,134,1.1,2.7,6.1,8.0,19.0,1.6,5.2,6.2,4.0,14.0
-2.4,0.0,4.5,0,135,1.3,0.0,6.3,0.0,18.0,0.7,0.0,6.4,4.0,14.0
0.3,4.1,3.7,7,135,-0.9,3.0,5.3,8.0,13.0,-0.2,0.4,5.7,4.0,10.0
-3.2,0.4,4.8,7,139,0.2,0.4,5.9,7.0,15.0,0.2,1.1,6.2,4.0,9.0
-7.7,0.0,3.3,0,139,-4.6,0.0,4.1,0.0,14.0,-2.6,0.0,4.7,0.0,9.0
-7.1,0.0,3.3,0,138,-9.4,0.0,2.7,0.0,14.0,-8.1,0.0,3.0,0.0,9.0
-6.5,0.0,2.7,0,138,-7.2,0.0,3.1,0.0,13.0,-6.7,0.0,3.2,4.0,9.0
-9.0,8.5,2.6,7,136,-6.0,11.3,3.5,7.0,13.0,-5.4,10.5,3.7,4.0,9.0
-11.5,3.7,2.3,7,142,-5.1,1.6,3.9,7.0,23.0,-4.7,2.5,4.2,4.0,21.0
-11.1,0.3,2.4,7,146,-5.4,0.8,3.6,7.0,24.0,-5.5,0.1,3.6,4.0,25.0
-10.7,0.2,2.5,7,147,-4.3,0.0,4.0,7.0,25.0,-4.6,0.0,3.9,4.0,24.0
-11.5,0.2,2.3,7,145,-4.8,0.1,3.8,7.0,23.0,-4.2,0.1,3.8,4.0,22.0
-11.1,0.0,2.4,7,143,-4.8,0.0,3.8,0.0,23.0,-4.5,0.0,3.6,4.0,21.0
-6.8,0.0,2.5,0,141,-6.2,0.0,3.4,0.0,23.0,-6.2,0.0,3.4,0.0,21.0
0.4,0.0,2.4,0,139,-5.7,0.0,3.8,0.0,23.0,-5.0,0.0,3.8,0.0,20.0
1.3,0.7,5.4,8,136,-1.9,0.5,5.2,6.0,23.0,-1.7,0.7,5.4,4.0,20.0
0.4,3.5,6.1,7,134,0.0,4.7,6.0,8.0,21.0,-1.3,4.4,5.6,4.0,17.0
-6.5,1.6,3.7,7,137,1.0,0.0,5.5,0.0,20.0,1.1,0.0,5.5,4.0,16.0
-6.4,0.0,3.8,0,139,0.4,0.0,5.1,0.0,17.0,1.1,0.0,4.8,0.0,15.0
-2.7,0.3,3.6,7,137,1.4,0.0,4.9,0.0,15.0,0.9,0.0,4.5,4.0,14.0
0.3,5.5,5.0,7,135,5.5,1.4,6.4,6.0,12.0,2.4,0.8,6.1,4.0,12.0
0.1,0.4,6.1,8,136,3.4,0.2,7.3,6.0,8.0,2.6,0.0,6.7,4.0,11.0
0.1,0.3,5.6,8,133,4.9,0.4,6.7,6.0,7.0,3.3,0.5,6.7,4.0,10.0
-0.9,4.4,5.6,8,130,5.2,0.1,7.0,6.0,4.0,3.6,0.0,6.6,4.0,7.0
-3.0,1.1,4.1,8,133,4.1,1.2,5.7,8.0,0.0,4.3,2.0,5.7,4.0,4.0
2.3,0.2,4.6,8,130,6.2,0.3,6.3,8.0,0.0,6.0,0.4,6.1,4.0,2.0
-3.5,0.0,4.3,0,125,4.7,0.0,5.4,0.0,0.0,5.7,0.0,5.7,0.0,0.0
-5.3,1.9,4.0,7,122,0.5,0.3,5.5,6.0,0.0,1.4,0.7,5.9,4.0,0.0
-7.0,0.0,3.3,0,122,-0.2,0.0,4.9,0.0,0.0,0.4,0.0,5.5,0.0,0.0
-8.6,0.3,2.7,7,120,-0.3,0.0,4.0,0.0,0.0,0.9,0.0,4.1,0.0,0.0
-12.6,0.9,2.1,7,120,-3.2,0.8,3.0,7.0,0.0,-2.4,0.5,3.3,4.0,0.0
-11.3,7.0,2.4,7,123,-3.4,2.5,4.1,7.0,2.0,-2.8,3.4,4.3,4.0,0.0
-12.6,0.2,2.1,7,132,-8.1,0.0,2.6,0.0,9.0,-7.0,0.0,2.7,0.0,3.0
-12.8,1.1,2.1,7,132,-10.0,0.1,2.4,7.0,9.0,-7.9,0.0,2.7,4.0,3.0
-13.2,0.0,1.9,0,134,-5.5,0.0,2.5,0.0,7.0,-5.0,0.0,2.5,0.0,2.0
-11.2,1.0,1.9,7,131,-3.6,0.3,2.8,7.0,5.0,-1.8,0.2,3.1,4.0,2.0
-8.7,7.8,3.1,7,132,-2.2,4.2,4.6,7.0,6.0,-1.2,3.2,5.1,4.0,0.0
-8.1,2.4,3.2,7,135,-3.3,0.2,4.4,7.0,8.0,-2.5,0.0,4.6,4.0,5.0
-6.1,2.9,3.8,7,136,1.3,0.2,5.6,8.0,8.0,1.5,0.0,5.7,4.0,3.0
-5.1,12.5,4.1,7,136,2.1,1.7,6.1,8.0,4.0,2.6,1.8,6.2,4.0,1.0
-6.2,14.1,3.8,7,151,1.9,3.8,5.7,6.0,3.0,2.4,1.7,6.0,4.0,0.0
-3.5,1.6,4.7,7,158,3.9,0.4,6.8,6.0,0.0,4.5,0.0,7.0,4.0,0.0
-2.9,0.0,4.9,0,159,4.4,0.0,6.5,0.0,0.0,5.4,0.0,6.8,0.0,0.0
0.9,0.0,5.0,0,158,4.9,0.0,6.5,0.0,0.0,6.1,0.0,7.2,0.0,0.0
4.2,0.0,4.8,0,156,6.4,0.0,6.8,6.0,0.0,7.5,0.0,7.7,0.0,0.0
4.6,3.9,6.9,6,151,9.7,0.2,8.7,6.0,0.0,9.0,1.6,9.4,4.0,0.0
4.2,14.9,8.3,8,143,11.6,4.8,11.5,6.0,0.0,11.5,1.6,11.7,4.0,0.0
2.2,2.4,7.1,6,133,8.2,0.2,9.7,6.0,0.0,9.0,0.0,9.5,4.0,0.0
3.3,0.0,7.0,0,131,6.7,0.0,8.1,0.0,0.0,7.6,0.0,8.8,0.0,0.0
6.9,0.0,4.5,0,126,6.9,0.0,7.9,0.0,0.0,9.8,0.0,7.8,0.0,0.0
7.7,0.0,5.4,0,118,8.3,0.0,7.8,0.0,0.0,12.4,0.0,8.8,0.0,0.0
6.4,18.1,5.8,8,114,10.1,1.2,8.2,6.0,0.0,12.0,1.9,9.1,4.0,0.0
