DATE, MESS_DATUM, QUALITAETS_NIVEAU, LUFTTEMPERATUR,DAMPFDRUCK,BEDECKUNGSGRAD,LUFTDRUCK_STATIONSHOEHE,REL_FEUCHTE, WINDGESCHWINDIGKEIT, LUFTTEMPERATUR_MAXIMUM,LUFTTEMPERATUR_MINIMUM,LUFTTEMP_AM_ERDB_MINIMUM, WINDSPITZE_MAXIMUM, NIEDERSCHLAGSHOEHE,NIEDERSCHLAGSHOEHE_IND,SONNENSCHEINDAUER, SCHNEEHOEHE
01.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
02.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
03.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
04.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
05.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
06.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
07.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
08.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
09.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
10.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
13.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
14.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
15.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
16.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
17.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
18.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
19.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
20.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
21.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
22.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
23.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
24.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
26.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
27.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
28.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
29.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
30.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
31.01.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
01.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
02.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
03.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
04.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
05.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
06.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
07.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
08.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
09.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
10.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
13.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
14.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
15.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
16.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
17.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
18.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
19.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
20.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
21.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
22.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
23.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
24.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
26.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
27.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
28.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
29.02.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
01.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
02.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
03.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
04.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
05.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
06.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
07.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
08.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
09.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
10.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
13.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
14.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
15.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
16.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
17.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
18.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
19.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
20.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
21.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
22.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
23.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
24.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
26.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
27.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
28.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
29.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
30.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
31.03.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
01.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
02.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
03.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
04.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
05.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
06.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
07.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
08.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
09.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
10.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
13.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
14.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
15.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
16.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
17.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
18.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
19.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
20.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
21.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
22.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
23.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
24.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
26.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
27.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
28.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
29.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
30.04.1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
01.05.1996,19960501,  10,   11.4,  10.9,   5.7,    -999,   78.00,-999,   18.7,    5.1,    3.2,-999,   0.0,   0,     -999,   0
02.05.1996,19960502,  10,   11.6,  11.6,   4.7,    -999,   81.00,-999,   19.1,    4.4,    2.5,-999,   0.0,   0,     -999,   0
03.05.1996,19960503,  10,    9.6,   9.9,   6.3,    -999,   81.00,-999,   11.5,    5.5,    2.4,-999,   1.4,   6,     -999,   0
04.05.1996,19960504,  10,    8.6,   9.2,   5.7,    -999,   78.00,-999,   14.1,    5.0,    3.2,-999,   0.5,   6,     -999,   0
05.05.1996,19960505,  10,    7.6,   7.6,   4.0,    -999,   72.00,-999,   15.1,    0.5,   -2.0,-999,   0.0,   0,     -999,   0
06.05.1996,19960506,  10,   14.2,   9.7,   1.7,    -999,   60.00,-999,   20.7,    2.0,    0.1,-999,   0.0,   0,     -999,   0
07.05.1996,19960507,  10,   15.5,  12.9,   1.7,    -999,   73.00,-999,   21.2,    7.9,    4.5,-999,   0.0,   0,     -999,   0
08.05.1996,19960508,  10,   13.7,  13.1,   6.7,    -999,   82.00,-999,   18.7,   10.2,    9.0,-999,   7.9,   6,     -999,   0
09.05.1996,19960509,  10,    7.0,   9.6,   8.0,    -999,   90.00,-999,   13.5,    4.5,    9.4,-999,   8.1,   6,     -999,   0
10.05.1996,19960510,  10,    7.9,   9.2,   7.3,    -999,   87.00,-999,   10.0,    4.5,    4.5,-999,   0.0,   0,     -999,   0
11.05.1996,19960511,  10,   11.0,  10.7,   7.0,    -999,   83.00,-999,   13.5,    7.1,    7.4,-999,   0.0,   0,     -999,   0
12.05.1996,19960512,  10,   11.0,  11.7,   7.3,    -999,   89.00,-999,   11.8,    8.8,    7.2,-999,   3.8,   6,     -999,   0
13.05.1996,19960513,  10,   11.7,  13.1,   8.0,    -999,   96.00,-999,   13.0,   10.0,    9.7,-999,  18.1,   6,     -999,   0
14.05.1996,19960514,  10,   12.2,  13.6,   8.0,    -999,   94.00,-999,   14.0,   10.3,   10.2,-999,   6.5,   6,     -999,   0
15.05.1996,19960515,  10,   13.8,  13.9,   5.0,    -999,   88.00,-999,   16.5,    9.7,    8.2,-999,   0.0,   0,     -999,   0
16.05.1996,19960516,  10,   12.7,  13.2,   5.0,    -999,   87.00,-999,   19.8,   10.8,   11.4,-999,  18.8,   6,     -999,   0
17.05.1996,19960517,  10,   15.0,  14.7,   5.0,    -999,   85.00,-999,   20.0,    8.4,    7.3,-999,   0.0,   6,     -999,   0
18.05.1996,19960518,  10,   17.0,  15.5,   3.3,    -999,   80.00,-999,   27.0,    9.5,    7.6,-999,   1.0,   6,     -999,   0
19.05.1996,19960519,  10,   16.2,  16.0,   5.0,    -999,   82.00,-999,   22.5,    9.6,    7.6,-999,   1.3,   6,     -999,   0
20.05.1996,19960520,  10,   11.5,  11.5,   7.0,    -999,   83.00,-999,   14.6,    9.8,    9.5,-999,   0.3,   6,     -999,   0
21.05.1996,19960521,  10,   10.4,   9.6,   3.0,    -999,   74.00,-999,   17.7,    4.7,    2.4,-999,   0.3,   6,     -999,   0
22.05.1996,19960522,  10,    9.3,   8.6,   4.7,    -999,   71.00,-999,   15.6,    6.2,    4.8,-999,   0.1,   6,     -999,   0
23.05.1996,19960523,  10,   12.0,  10.3,   6.0,    -999,   73.00,-999,   15.8,    4.1,    2.6,-999,   0.0,   6,     -999,   0
24.05.1996,19960524,  10,   14.8,  12.8,   3.0,    -999,   75.00,-999,   22.1,    7.9,    5.0,-999,   2.0,   6,     -999,   0
25.05.1996,19960525,  10,   14.2,  14.4,   5.7,    -999,   86.00,-999,   22.2,   10.8,    8.3,-999,  14.0,   6,     -999,   0
26.05.1996,19960526,  10,   12.3,  11.1,   4.7,    -999,   75.00,-999,   17.1,   10.3,    9.6,-999,   6.9,   6,     -999,   0
27.05.1996,19960527,  10,   13.0,  13.3,   6.3,    -999,   86.00,-999,   16.2,    9.2,    8.3,-999,   6.0,   6,     -999,   0
28.05.1996,19960528,  10,    8.3,   7.4,   6.3,    -999,   68.00,-999,   14.5,    6.0,    5.4,-999,   0.0,   0,     -999,   0
29.05.1996,19960529,  10,   11.2,   9.7,   1.7,    -999,   72.00,-999,   18.5,    1.1,    0.3,-999,   0.0,   0,     -999,   0
30.05.1996,19960530,  10,   15.2,  12.7,   1.0,    -999,   74.00,-999,   24.0,    3.5,    2.0,-999,   0.0,   0,     -999,   0
31.05.1996,19960531,  10,   18.2,  14.1,   1.0,    -999,   70.00,-999,   28.0,    6.6,    4.0,-999,   0.0,   0,     -999,   0
01.06.1996,19960601,  10,   20.6,  17.3,   3.7,    -999,   70.00,-999,   28.2,    8.6,    5.6,-999,   0.0,   6,     -999,   0
02.06.1996,19960602,  10,   17.7,  18.0,   5.3,    -999,   88.00,-999,   21.5,   14.7,   14.5,-999,   4.3,   6,     -999,   0
03.06.1996,19960603,  10,   15.4,  15.5,   7.3,    -999,   88.00,-999,   19.0,   13.2,   12.9,-999,   0.0,   0,     -999,   0
04.06.1996,19960604,  10,   15.4,  12.7,   3.7,    -999,   71.00,-999,   21.1,   12.0,    9.9,-999,   0.0,   0,     -999,   0
05.06.1996,19960605,  10,   17.0,  13.1,   0.0,    -999,   67.00,-999,   22.9,    5.3,    3.0,-999,   0.0,   0,     -999,   0
06.06.1996,19960606,  10,   20.0,  16.5,   0.0,    -999,   70.00,-999,   28.9,    5.6,    5.7,-999,   0.0,   0,     -999,   0
07.06.1996,19960607,  10,   22.0,  18.0,   1.0,    -999,   69.00,-999,   31.4,   11.5,    9.4,-999,   0.0,   0,     -999,   0
08.06.1996,19960608,  10,   22.8,  16.9,   2.0,    -999,   62.00,-999,   32.0,   13.2,   10.5,-999,   0.0,   0,     -999,   0
09.06.1996,19960609,  10,   21.0,  19.1,   4.0,    -999,   76.00,-999,   26.7,   14.4,   12.2,-999,  17.5,   6,     -999,   0
10.06.1996,19960610,  10,   22.0,  18.8,   3.0,    -999,   70.00,-999,   28.7,   14.1,   12.2,-999,   6.7,   6,     -999,   0
11.06.1996,19960611,  10,   21.2,  19.3,   3.0,    -999,   75.00,-999,   28.4,   15.2,   13.8,-999,   0.1,   6,     -999,   0
12.06.1996,19960612,  10,   20.0,  20.8,   3.7,    -999,   88.00,-999,   28.7,   14.3,   13.1,-999,   6.7,   6,     -999,   0
13.06.1996,19960613,  10,   14.7,  10.4,   4.7,    -999,   61.00,-999,   19.8,   11.8,    9.5,-999,   0.0,   0,     -999,   0
14.06.1996,19960614,  10,   13.4,   9.9,   1.0,    -999,   64.00,-999,   19.5,    5.3,    4.3,-999,   0.0,   0,     -999,   0
15.06.1996,19960615,  10,   14.0,  10.4,   1.7,    -999,   66.00,-999,   20.1,    4.8,    2.7,-999,   0.0,   0,     -999,   0
16.06.1996,19960616,  10,   14.6,  10.4,   1.7,    -999,   62.00,-999,   20.7,    6.2,    4.9,-999,   0.0,   0,     -999,   0
17.06.1996,19960617,  10,   16.2,  12.1,   1.7,    -999,   65.00,-999,   24.6,    6.1,    4.2,-999,   0.0,   0,     -999,   0
18.06.1996,19960618,  10,   20.4,  12.3,   3.0,    -999,   50.00,-999,   26.4,    7.9,    5.5,-999,   0.0,   0,     -999,   0
19.06.1996,19960619,  10,   16.0,  11.0,   4.0,    -999,   60.00,-999,   21.7,    8.8,    6.0,-999,   0.0,   6,     -999,   0
20.06.1996,19960620,  10,   13.7,  11.9,   5.7,    -999,   77.00,-999,   17.0,    8.5,    5.8,-999,   4.0,   6,     -999,   0
21.06.1996,19960621,  10,   15.3,  14.2,   5.0,    -999,   80.00,-999,   20.5,   10.6,    7.3,-999,  29.5,   6,     -999,   0
22.06.1996,19960622,  10,    9.5,  11.0,   8.0,    -999,   92.00,-999,   14.8,    8.5,    6.4,-999,  19.4,   6,     -999,   0
23.06.1996,19960623,  10,   10.0,  11.0,   7.7,    -999,   89.00,-999,   13.6,    8.3,    8.0,-999,   2.7,   6,     -999,   0
24.06.1996,19960624,  10,   11.3,  11.0,   7.7,    -999,   81.00,-999,   14.7,    8.1,    6.3,-999,   1.8,   6,     -999,   0
25.06.1996,19960625,  10,   11.4,  10.9,   5.7,    -999,   79.00,-999,   16.4,    8.2,    7.4,-999,   0.0,   0,     -999,   0
26.06.1996,19960626,  10,   13.2,  11.3,   4.3,    -999,   73.00,-999,   18.6,    4.9,    3.6,-999,   0.0,   0,     -999,   0
27.06.1996,19960627,  10,   16.2,  13.0,   6.0,    -999,   72.00,-999,   21.6,    7.0,    5.0,-999,   0.2,   6,     -999,   0
28.06.1996,19960628,  10,   16.4,  14.6,   5.3,    -999,   76.00,-999,   22.0,   13.0,   11.2,-999,   2.5,   6,     -999,   0
29.06.1996,19960629,  10,   14.4,  14.8,   7.7,    -999,   86.00,-999,   22.0,   12.2,    9.9,-999,  12.7,   6,     -999,   0
30.06.1996,19960630,  10,   12.9,  10.6,   7.3,    -999,   73.00,-999,   16.6,    9.4,    7.6,-999,   5.1,   6,     -999,   0
01.07.1996,19960701,  10,   13.0,  13.2,   7.7,    -999,   88.00,-999,   16.9,   11.0,   10.0,-999,   5.8,   6,     -999,   0
02.07.1996,19960702,  10,   14.3,  11.3,   5.7,    -999,   68.00,-999,   18.5,   11.0,    8.2,-999,   2.7,   6,     -999,   0
03.07.1996,19960703,  10,   14.2,  12.0,   2.0,    -999,   73.00,-999,   19.9,    7.3,    4.1,-999,   0.0,   0,     -999,   0
04.07.1996,19960704,  10,   19.7,  14.8,   5.7,    -999,   63.00,-999,   24.5,    9.5,    6.0,-999,   0.0,   0,     -999,   0
05.07.1996,19960705,  10,   19.2,  16.8,   4.7,    -999,   74.00,-999,   27.2,   14.4,   11.3,-999,  12.3,   6,     -999,   0
06.07.1996,19960706,  10,   13.9,  13.5,   6.3,    -999,   80.00,-999,   17.5,   11.2,    8.0,-999,  18.6,   6,     -999,   0
07.07.1996,19960707,  10,   14.2,  12.8,   7.3,    -999,   79.00,-999,   17.2,    9.1,    7.3,-999,   2.7,   6,     -999,   0
08.07.1996,19960708,  10,   11.1,  12.6,   8.0,    -999,   92.00,-999,   16.0,    9.2,   10.6,-999,  27.2,   6,     -999,   0
09.07.1996,19960709,  10,   11.5,  10.3,   7.7,    -999,   76.00,-999,   14.4,    9.0,    8.4,-999,   2.1,   6,     -999,   0
10.07.1996,19960710,  10,   12.5,  13.0,   7.3,    -999,   89.00,-999,   16.1,   10.7,    9.6,-999,   1.0,   6,     -999,   0
11.07.1996,19960711,  10,   14.0,  13.6,   6.7,    -999,   86.00,-999,   17.6,    7.0,    4.7,-999,  11.4,   6,     -999,   0
12.07.1996,19960712,  10,   15.4,  16.1,   7.0,    -999,   91.00,-999,   19.6,   13.0,   12.6,-999,   2.5,   6,     -999,   0
13.07.1996,19960713,  10,   18.5,  16.8,   4.3,    -999,   77.00,-999,   25.5,   13.2,   10.3,-999,   0.0,   0,     -999,   0
14.07.1996,19960714,  10,   19.8,  17.9,   2.3,    -999,   77.00,-999,   27.3,   11.9,   10.0,-999,   0.0,   0,     -999,   0
15.07.1996,19960715,  10,   20.5,  17.5,   3.7,    -999,   73.00,-999,   27.0,   11.6,    8.6,-999,   0.0,   0,     -999,   0
16.07.1996,19960716,  10,   14.1,  10.3,   2.7,    -999,   62.00,-999,   21.6,   10.5,    6.9,-999,   0.0,   0,     -999,   0
17.07.1996,19960717,  10,   14.3,  10.2,   4.3,    -999,   63.00,-999,   20.7,    4.3,    1.8,-999,   0.0,   0,     -999,   0
18.07.1996,19960718,  10,   14.4,  10.5,   4.3,    -999,   63.00,-999,   19.5,    6.7,    4.3,-999,   0.0,   0,     -999,   0
19.07.1996,19960719,  10,   12.8,  10.1,   2.0,    -999,   67.00,-999,   19.5,    5.7,    2.5,-999,   0.0,   0,     -999,   0
20.07.1996,19960720,  10,   13.1,  10.2,   2.7,    -999,   68.00,-999,   19.5,    3.1,    0.4,-999,   0.0,   0,     -999,   0
21.07.1996,19960721,  10,   13.3,  10.0,   4.0,    -999,   65.00,-999,   20.8,    4.6,    1.8,-999,   0.0,   0,     -999,   0
22.07.1996,19960722,  10,   14.8,  11.4,   1.3,    -999,   70.00,-999,   23.1,    5.9,    3.1,-999,   0.0,   0,     -999,   0
23.07.1996,19960723,  10,   17.8,  13.6,   3.3,    -999,   70.00,-999,   25.7,    4.5,    1.6,-999,   8.2,   6,     -999,   0
24.07.1996,19960724,  10,   18.3,  16.0,   5.3,    -999,   73.00,-999,   23.5,   12.3,    9.7,-999,   2.1,   6,     -999,   0
25.07.1996,19960725,  10,   14.0,  13.1,   7.3,    -999,   82.00,-999,   18.4,   12.3,    8.9,-999,   0.8,   6,     -999,   0
26.07.1996,19960726,  10,   15.3,  14.1,   3.7,    -999,   77.00,-999,   21.8,   12.3,   12.4,-999,   0.0,   0,     -999,   0
27.07.1996,19960727,  10,   16.8,  14.5,   1.7,    -999,   76.00,-999,   25.2,    7.9,    5.3,-999,   0.0,   0,     -999,   0
28.07.1996,19960728,  10,   19.0,  18.0,   5.7,    -999,   81.00,-999,   24.9,    9.6,    7.5,-999,   0.7,   6,     -999,   0
29.07.1996,19960729,  10,   18.5,  18.3,   4.0,    -999,   82.00,-999,   25.4,   16.0,   14.4,-999,   8.4,   6,     -999,   0
30.07.1996,19960730,  10,   17.2,  15.5,   4.3,    -999,   77.00,-999,   24.0,   13.5,   12.9,-999,   0.1,   6,     -999,   0
31.07.1996,19960731,  10,   17.6,  15.8,   4.3,    -999,   77.00,-999,   24.6,   10.0,    7.3,-999,   0.0,   0,     -999,   0
01.08.1996,19960801,  10,   19.8,  17.1,   2.0,    -999,   74.00,-999,   27.0,   10.9,    8.4,-999,   2.5,   6,     -999,   0
02.08.1996,19960802,  10,   19.2,  18.1,   5.7,    -999,   80.00,-999,   26.4,   12.7,   10.8,-999,   8.1,   6,     -999,   0
03.08.1996,19960803,  10,   15.4,  15.7,   7.7,    -999,   89.00,-999,   17.9,   14.6,   14.0,-999,   4.8,   6,     -999,   0
